10363 VIEW_TABLE_DATA a5df296fce298e0f5
10364	MANAGE_TABLE	a5df296fce298e0f5
10365 EDIT_TABLE_DATA a5df296fce298e0f5
10609 ADMINISTRATE aa375fd6dd9b478f3
10624 EDIT_TABLE_DATA a5df296fce298e0f5
10625	MANAGE_TABLE	a5df296fce298e0f5
10626	VIEW_TABLE_DATA	a5df296fce298e0f5
10739 EDIT_TABLE_DATA aebcf13c11af106b4
10740	MANAGE_TABLE	aebcf13c11af106b4
10741	VIEW_TABLE_DATA	aebcf13c11af106b4
10742	MANAGE_TABLE	aebcf13c11af106b4
10743	VIEW_TABLE_DATA	aebcf13c11af106b4
10744 EDIT_TABLE_DATA aebcf13c11af106b4
10745 MANAGE_TABLE aebcf13c11af106b4
10746 EDIT_TABLE_DATA aebcf13c11af106b4
10747	VIEW_TABLE_DATA	aebcf13c11af106b4
10748	VIEW_TABLE_DATA	aebcf13c11af106b4
10749	MANAGE_TABLE	aebcf13c11af106b4
10750 EDIT_TABLE_DATA aebcf13c11af106b4
10751 MANAGE_TABLE aebcf13c11af106b4
10752 EDIT_TABLE_DATA aebcf13c11af106b4
10753	VIEW_TABLE_DATA	aebcf13c11af106b4
11007 EDIT_TABLE_DATA aebcf13c11af106b4
11008	VIEW_TABLE_DATA	aebcf13c11af106b4
11009 MANAGE_TABLE aebcf13c11af106b4
11010 MANAGE_TABLE aebcf13c11af106b4
11011 EDIT_TABLE_DATA aebcf13c11af106b4
11012 VIEW_TABLE_DATA aebcf13c11af106b4
11013	EDIT_TABLE_DATA	aebcf13c11af106b4
11014 VIEW_TABLE_DATA aebcf13c11af106b4
11015 MANAGE_TABLE aebcf13c11af106b4
11016	VIEW_TABLE_DATA	aebcf13c11af106b4
11017	MANAGE_TABLE	aebcf13c11af106b4
11018 EDIT_TABLE_DATA aebcf13c11af106b4
11019 MANAGE_TABLE aebcf13c11af106b4
11020	VIEW_TABLE_DATA	aebcf13c11af106b4
11021 EDIT_TABLE_DATA aebcf13c11af106b4
11022 EDIT_TABLE_DATA aebcf13c11af106b4
11023 MANAGE_TABLE aebcf13c11af106b4
11024	VIEW_TABLE_DATA	aebcf13c11af106b4
11025 EDIT_TABLE_DATA aebcf13c11af106b4
11026 VIEW_TABLE_DATA aebcf13c11af106b4
11027	MANAGE_TABLE	aebcf13c11af106b4
11028	MANAGE_TABLE	aebcf13c11af106b4
11029 EDIT_TABLE_DATA aebcf13c11af106b4
11030 VIEW_TABLE_DATA aebcf13c11af106b4
11031 EDIT_TABLE_DATA aebcf13c11af106b4
11032 VIEW_TABLE_DATA aebcf13c11af106b4
11033 MANAGE_TABLE aebcf13c11af106b4
11040	EDIT_TABLE_DATA	aebcf13c11af106b4
11041 VIEW_TABLE_DATA aebcf13c11af106b4
11042 MANAGE_TABLE aebcf13c11af106b4
11078	VIEW_TABLE_DATA	aebcf13c11af106b4
11079	EDIT_TABLE_DATA	aebcf13c11af106b4
11080 MANAGE_TABLE aebcf13c11af106b4
11116 VIEW_TABLE_DATA aebcf13c11af106b4
11117 EDIT_TABLE_DATA aebcf13c11af106b4
11118	MANAGE_TABLE	aebcf13c11af106b4
11219	EDIT_TABLE_DATA	a5869d32e7bbfdd6e
11220 VIEW_TABLE_DATA a5869d32e7bbfdd6e
11221	EDIT_TABLE_DATA	a5869d32e7bbfdd6e
11222 VIEW_TABLE_DATA a5869d32e7bbfdd6e
11223 VIEW_TABLE_DATA a5869d32e7bbfdd6e
11224 EDIT_TABLE_DATA a5869d32e7bbfdd6e
11225	VIEW_TABLE_DATA	a5869d32e7bbfdd6e
11226 EDIT_TABLE_DATA a5869d32e7bbfdd6e
11227 EDIT_TABLE_DATA a5869d32e7bbfdd6e
11228	VIEW_TABLE_DATA	a5869d32e7bbfdd6e
11229 EDIT_TABLE_DATA a5869d32e7bbfdd6e
11230 VIEW_TABLE_DATA a5869d32e7bbfdd6e
11231	VIEW_TABLE_DATA	a5869d32e7bbfdd6e
11232	EDIT_TABLE_DATA	a5869d32e7bbfdd6e
11233	EDIT_TABLE_DATA	a5869d32e7bbfdd6e
11234	VIEW_TABLE_DATA	a5869d32e7bbfdd6e
11235 EDIT_TABLE_DATA a5869d32e7bbfdd6e
11236 VIEW_TABLE_DATA a5869d32e7bbfdd6e
11237	VIEW_TABLE_DATA	a5869d32e7bbfdd6e
11238 EDIT_TABLE_DATA a5869d32e7bbfdd6e
11239	VIEW_TABLE_DATA	a5869d32e7bbfdd6e
11240 EDIT_TABLE_DATA a5869d32e7bbfdd6e
11241	VIEW_TABLE_DATA	a5869d32e7bbfdd6e
11242	EDIT_TABLE_DATA	a5869d32e7bbfdd6e
11243 EDIT_TABLE_DATA a5869d32e7bbfdd6e
11244 VIEW_TABLE_DATA a5869d32e7bbfdd6e
11245 EDIT_TABLE_DATA a5869d32e7bbfdd6e
11246 VIEW_TABLE_DATA a5869d32e7bbfdd6e
11354 EDIT_TABLE_DATA aa000307eb8ec5763
11355 VIEW_TABLE_DATA aa000307eb8ec5763
11356	VIEW_TABLE_DATA	aa000307eb8ec5763
11357 EDIT_TABLE_DATA aa000307eb8ec5763
11358 VIEW_TABLE_DATA aa000307eb8ec5763
11359 EDIT_TABLE_DATA aa000307eb8ec5763
11360 EDIT_TABLE_DATA aa000307eb8ec5763
11361 VIEW_TABLE_DATA aa000307eb8ec5763
11362 VIEW_TABLE_DATA aa000307eb8ec5763
11363 EDIT_TABLE_DATA aa000307eb8ec5763
11364	VIEW_TABLE_DATA	aa000307eb8ec5763
11365 EDIT_TABLE_DATA aa000307eb8ec5763
11366 VIEW_TABLE_DATA aa000307eb8ec5763
11367 EDIT_TABLE_DATA aa000307eb8ec5763
11368 EDIT_TABLE_DATA aa000307eb8ec5763
11369 VIEW_TABLE_DATA aa000307eb8ec5763
11370 VIEW_TABLE_DATA aa000307eb8ec5763
11371 EDIT_TABLE_DATA aa000307eb8ec5763
11372 EDIT_TABLE_DATA aa000307eb8ec5763
11373 VIEW_TABLE_DATA aa000307eb8ec5763
11374 EDIT_TABLE_DATA aa000307eb8ec5763
11375 VIEW_TABLE_DATA aa000307eb8ec5763
11376 EDIT_TABLE_DATA aa000307eb8ec5763
11377	VIEW_TABLE_DATA	aa000307eb8ec5763
11378	VIEW_TABLE_DATA	a9a243413d82ee3cf
11379	EDIT_TABLE_DATA	a9a243413d82ee3cf
11416 VIEW_TABLE_DATA af5b41183fec53fc6
11417 VIEW_TABLE_DATA af5b41183fec53fc6
11418 VIEW_TABLE_DATA af5b41183fec53fc6
11419	VIEW_TABLE_DATA	af5b41183fec53fc6
11420 VIEW_TABLE_DATA af5b41183fec53fc6
11421	VIEW_TABLE_DATA	af5b41183fec53fc6
11422	VIEW_TABLE_DATA	af5b41183fec53fc6
11423 VIEW_TABLE_DATA af5b41183fec53fc6
11424 VIEW_TABLE_DATA af5b41183fec53fc6
11425 VIEW_TABLE_DATA af5b41183fec53fc6
11426	VIEW_TABLE_DATA	af5b41183fec53fc6
11427 VIEW_TABLE_DATA af5b41183fec53fc6
11428 VIEW_TABLE_DATA af5b41183fec53fc6
11429 VIEW_TABLE_DATA af5b41183fec53fc6
11430 VIEW_TABLE_DATA af5b41183fec53fc6
11431 VIEW_TABLE_DATA af5b41183fec53fc6
11460 EDIT_TABLE_DATA af5b41183fec53fc6
11461 VIEW_TABLE_DATA af5b41183fec53fc6
11548	EDIT_TABLE_DATA	aebcf13c11af106b4
11549 MANAGE_TABLE aebcf13c11af106b4
11550 VIEW_TABLE_DATA aebcf13c11af106b4
11551 EDIT_TABLE_DATA aebcf13c11af106b4
11552 MANAGE_TABLE aebcf13c11af106b4
11553	VIEW_TABLE_DATA	aebcf13c11af106b4
11555	EDIT_TABLE_DATA	a9a243413d82ee3cf
11556	VIEW_TABLE_DATA	a9a243413d82ee3cf
11583 VIEW_TABLE_DATA a69cfabe6ebb9add9
11584 EDIT_TABLE_DATA a69cfabe6ebb9add9
11586 VIEW_TABLE_DATA a69cfabe6ebb9add9
11590 EDIT_TABLE_DATA a69cfabe6ebb9add9
11591	VIEW_TABLE_DATA	a69cfabe6ebb9add9
11592 EDIT_TABLE_DATA a69cfabe6ebb9add9
11593 VIEW_TABLE_DATA a69cfabe6ebb9add9
11741	VIEW_TABLE_DATA	aa000307eb8ec5763
11742 EDIT_TABLE_DATA aa000307eb8ec5763
11743 EDIT_TABLE_DATA aebcf13c11af106b4
11744 MANAGE_TABLE aebcf13c11af106b4
11745	VIEW_TABLE_DATA	aebcf13c11af106b4
11746	VIEW_TABLE_DATA	a9a243413d82ee3cf
11747 EDIT_TABLE_DATA a9a243413d82ee3cf
11748 VIEW_TABLE_DATA a5869d32e7bbfdd6e
11749 EDIT_TABLE_DATA a5869d32e7bbfdd6e
11942	EDIT_TABLE_DATA	a71ca158b6ae9ebf7
11943 MANAGE_TABLE a71ca158b6ae9ebf7
11944 VIEW_TABLE_DATA a71ca158b6ae9ebf7
11945	VIEW_TABLE_DATA	a71ca158b6ae9ebf7
11946 MANAGE_TABLE a71ca158b6ae9ebf7
11947 EDIT_TABLE_DATA a71ca158b6ae9ebf7
12128	ADMINISTRATE	a952d9d532da6c3f4
